k,retriever,db_id,question,ground_truth,generated_sql,exact_match,syntax_valid,exec_status,exec_match,latency,input_tokens,output_tokens,tokens
0,qrs,cordis_temporary,Show the title of projects with costs higher than 1000000,select p.title from projects as p where p.total_cost > 1000000,SELECT title FROM projects WHERE total_cost > 1000000;,False,True,Match,True,20.03276872634888,1496.0,200.0,1696
0,qrs,cordis_temporary,Show the title of projects with costs higher than a million,select p.title from projects as p where p.total_cost > 1000000,SELECT title FROM projects WHERE total_cost > 1000000;,False,True,Match,True,20.20051336288452,1490.0,200.0,1690
0,qrs,cordis_temporary,Show the project title and member name where the member has a partner role ,"select title, member_name from projects as p join project_members as pm on p.unics_id = pm.project join project_member_roles as pmr on pm.member_role = pmr.code where pmr.code = 'partner'","SELECT p.title, pm.member_name
FROM projects p
JOIN project_members pm ON p.unics_id = pm.project
JOIN project_member_roles pmr ON pm.member_role = pmr.code
WHERE pmr.description = 'Partner';",False,True,Match,True,19.8466317653656,1494.0,200.0,1694
0,qrs,cordis_temporary,What different research domains do exist?,select distinct description from erc_research_domains,SELECT DISTINCT erc_research_domains.description FROM erc_research_domains;,False,True,Match,True,20.04444169998169,1486.0,200.0,1686
0,qrs,cordis_temporary,Show me the country name of all institutes.,select c.country_name from countries as c join institutions as i on c.unics_id = i.country_id,SELECT institutions.institutions_name FROM institutions;,False,True,Shape Mismatch,False,19.920560359954838,1489.0,200.0,1689
0,qrs,cordis_temporary,Show me the country of all institutes.,select c.country_name from countries as c join institutions as i on c.unics_id = i.country_id,"SELECT institutions.country_id, countries.country_name FROM institutions JOIN countries ON institutions.country_id = countries.unics_id;",False,True,Shape Mismatch,False,19.97129988670349,1488.0,200.0,1688
0,qrs,cordis_temporary,What is the country code 2 and country code 3 for Andorra?,"select country_code2, country_code3 from countries where country_name = 'Andorra'","SELECT country_code2, country_code3 FROM countries WHERE country_name = 'Andorra';",True,True,Match,True,19.952873706817627,1496.0,200.0,1696
0,qrs,cordis_temporary,Find the code of the funding scheme for Framework Partnership Agreement,select code from funding_schemes where title = 'Framework Partnership Agreement',SELECT code FROM funding_schemes WHERE title = 'Framework Partnership Agreement';,True,True,Match,True,19.89605736732483,1495.0,200.0,1695
0,qrs,cordis_temporary,Show me the full title of the program which is called 'Transport' in short.,select title from programmes where short_name = 'Transport',SELECT title FROM programmes WHERE short_name = 'Transport';,True,True,Match,True,19.815638780593872,1496.0,200.0,1696
0,qrs,cordis_temporary,Find member name and role code of project members in project with acronym GTBB,"select pm.member_name, pr.code from project_members as pm join projects as p on pm.project = p.unics_id join project_member_roles as pr on pm.member_role = pr.code where p.acronym = 'GTBB'","SELECT member_name, member_role
FROM project_members
JOIN projects ON project_members.project = projects.unics_id
WHERE projects.acronym = 'GTBB';",False,True,Match,True,20.068830966949463,1496.0,200.0,1696
0,qrs,cordis_temporary,Find member name and role code of project members in project GTBB,"select pm.member_name, pr.code from project_members as pm join projects as p on pm.project = p.unics_id join project_member_roles as pr on pm.member_role = pr.code where p.acronym = 'GTBB'","SELECT member_name, member_role
FROM project_members
WHERE project = (SELECT unics_id FROM projects WHERE acronym = 'GTBB');",False,True,Match,True,19.9532253742218,1492.0,200.0,1692
0,qrs,cordis_temporary,Show titles of programmes which have FP7 as parent program,select title from programmes where parent = 'FP7',SELECT title FROM programmes WHERE parent = 'FP7';,True,True,Match,True,19.943016052246094,1492.0,200.0,1692
0,qrs,cordis_temporary,Show titles of programmes which have program with code FP7 as parent program,select title from programmes where parent = 'FP7',SELECT title FROM programmes WHERE code = 'FP7';,False,True,Shape Mismatch,False,19.90757250785828,1495.0,200.0,1695
0,qrs,cordis_temporary,Get panel descriptions from research domain Life Sciences,select p.description from erc_panels as p join erc_research_domains as erd on p.part_of = erd.code where erd.description = 'Life Sciences',"SELECT erc_panels.description
FROM erc_panels
JOIN erc_research_domains ON erc_panels.part_of = erc_research_domains.code
WHERE erc_research_domains.description LIKE '%Life Sciences%';",False,True,Match,True,19.78277826309204,1488.0,200.0,1688
0,qrs,cordis_temporary,Get panel descriptions from research domain life sciences,select p.description from erc_panels as p join erc_research_domains as erd on p.part_of = erd.code where erd.description = 'Life Sciences',"SELECT erc_panels.description
FROM erc_panels
JOIN erc_research_domains ON erc_panels.part_of = erc_research_domains.code
WHERE erc_research_domains.description LIKE '%life sciences%';",False,True,Shape Mismatch,False,19.94242739677429,1488.0,200.0,1688
0,qrs,cordis_temporary,Find project members of type Research Organisations,select member_name from project_members as mb join activity_types as a on a.code = mb.activity_type where a.description = 'Research Organisations',"SELECT p.unics_id, p.title, p.ec_ref, p.principal_investigator
FROM projects p
JOIN project_members pm ON p.unics_id = pm.project
JOIN institutions i ON pm.institution_id = i.unics_id
WHERE pm.member_role = 'Research Organisations';",False,True,Shape Mismatch,False,19.88027262687683,1488.0,200.0,1688
0,qrs,cordis_temporary,Get names of project members who's activity type description is Research Organisations,select member_name from project_members as mb join activity_types as a on a.code = mb.activity_type where a.description = 'Research Organisations',SELECT member_name FROM project_members WHERE activity_type = 'Research Organisations';,False,True,Shape Mismatch,False,20.100971698760983,1495.0,200.0,1695
0,qrs,cordis_temporary,What is the objective of DEEPCARBON?,select objective from projects where acronym = 'DEEPCARBON',SELECT title FROM projects WHERE acronym = 'DEEPCARBON';,False,True,Value Mismatch,False,19.91761994361877,1491.0,200.0,1691
0,qrs,cordis_temporary,What is the objective of the project with acronym DEEPCARBON?,select objective from projects where acronym = 'DEEPCARBON',SELECT title FROM projects WHERE acronym = 'DEEPCARBON';,False,True,Value Mismatch,False,20.216964960098267,1497.0,200.0,1697
0,qrs,cordis_temporary,Get the title of projects having the term 'carbon capturing' in it's objective.,select title from projects where objective like '%carbon capturing%',SELECT title FROM projects WHERE objective LIKE '%carbon capturing%';,True,True,Timeout (>5s),False,19.910037755966187,1499.0,200.0,1699
0,qrs,cordis_temporary,How many projects have an objective which contains 'carbon capturing'?,select count(*) from projects where objective like '%carbon capturing%',SELECT COUNT(*) FROM projects WHERE objective LIKE '%carbon capturing%';,True,True,Match,True,19.7401602268219,1494.0,200.0,1694
0,qrs,cordis_temporary,Show all names of institutions from France except institutions from the territorial region of Paris,select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id where country_name = 'France' except select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id join eu_territorial_units as etu on i.geocode_regions_3 = etu.geocode_regions where country_name = 'France' and etu.description = 'Paris',SELECT institutions_name FROM institutions WHERE country_id = (SELECT unics_id FROM countries WHERE country_name = 'France') AND geocode_regions_3 NOT LIKE '010';,False,True,Shape Mismatch,False,20.153000593185425,1494.0,200.0,1694
0,qrs,cordis_temporary,Show institutions from France except the ones from Paris,select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id where country_name = 'France' except select i.institutions_name from institutions as i join countries as c on c.unics_id = i.country_id join eu_territorial_units as etu on i.geocode_regions_3 = etu.geocode_regions where country_name = 'France' and etu.description = 'Paris',SELECT * FROM institutions WHERE country_id = (SELECT unics_id FROM countries WHERE country_name = 'France');,False,True,Shape Mismatch,False,20.02622628211975,1488.0,200.0,1688
0,qrs,cordis_temporary,Which institutions have never been project coordinators,SELECT distinct member_name from project_members WHERE member_name NOT in (SELECT member_name from project_members where member_role = 'coordinator'),"WITH CoordinatorInstitutions AS (
  SELECT DISTINCT institutions.unics_id
  FROM project_members
  JOIN project_erc_panels ON project_members.project = project_erc_panels.project
  JOIN erc_panels ON project_erc_panels.panel = erc_panels.code
  JOIN institutions ON project_members.institution_id = institutions.unics_id
)
SELECT DISTINCT institutions.unics_id, institutions.institutions_name
FROM institutions
WHERE institutions.unics_id NOT IN (SELECT unics_id FROM CoordinatorInstitutions);",False,True,Shape Mismatch,False,19.612064123153687,1487.0,200.0,1687
0,qrs,cordis_temporary,Show all of the instituions that have never coordinated a project,SELECT distinct member_name from project_members WHERE member_name NOT in (SELECT member_name from project_members where member_role = 'coordinator'),"WITH coordinated_institutions AS (
  SELECT DISTINCT institutions.unics_id
  FROM project_members
  JOIN project_erc_panels ON project_members.project = project_erc_panels.project
  JOIN erc_panels ON project_erc_panels.panel = erc_panels.code
  JOIN institutions ON project_members.institution_id = institutions.unics_id
)
SELECT DISTINCT institutions.unics_id, institutions.institutions_name
FROM institutions
WHERE institutions.unics_id NOT IN (SELECT unics_id FROM coordinated_institutions);",False,True,Shape Mismatch,False,19.75869083404541,1493.0,200.0,1693
0,qrs,cordis_temporary,Show all of the names of people who have worked on multiple projects,"SELECT t1.full_name, count(p.title) FROM people as t1 join projects as p on t1.unics_id = p.principal_investigator group by t1.full_name HAVING count(p.title) > 1","SELECT p.principal_investigator, COUNT(pm.project) AS num_projects
FROM projects p
JOIN project_members pm ON p.unics_id = pm.project
GROUP BY p.principal_investigator
HAVING COUNT(pm.project) > 1;",False,True,Shape Mismatch,False,20.073539972305294,1492.0,200.0,1692
0,qrs,cordis_temporary,Which people have worked on more than one project,"SELECT t1.full_name, count(p.title) FROM people as t1 join projects as p on t1.unics_id = p.principal_investigator group by t1.full_name HAVING count(p.title) > 1","SELECT p.principal_investigator, COUNT(pm.project) AS project_count
FROM projects p
JOIN project_members pm ON p.unics_id = pm.project
GROUP BY p.principal_investigator
HAVING COUNT(pm.project) > 1;",False,True,Shape Mismatch,False,20.00367259979248,1488.0,200.0,1688
0,qrs,cordis_temporary,What is the title of the subject area that has been granted the most funding,"SELECT t1.title, MAX(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MAX(t3.ec_max_contribution) DESC LIMIT 1","SELECT subject_areas.title, SUM(projects.total_cost) AS total_funding
FROM subject_areas
JOIN project_subject_areas ON subject_areas.code = project_subject_areas.subject_area
JOIN projects ON project_subject_areas.project = projects.unics_id
GROUP BY subject_areas.title
ORDER BY total_funding DESC
LIMIT 1;",False,True,Value Mismatch,False,19.9138023853302,1495.0,200.0,1695
0,qrs,cordis_temporary,Which subject area has recieved the highest funding contribution?,"SELECT t1.title, MAX(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MAX(t3.ec_max_contribution) DESC LIMIT 1","SELECT subject_areas.title, SUM(project_members.ec_contribution) AS total_funding
FROM project_members
JOIN project_subject_areas ON project_subject_areas.project = project_members.project
JOIN subject_areas ON subject_areas.code = project_subject_areas.subject_area
GROUP BY subject_areas.title
ORDER BY total_funding DESC
LIMIT 1;",False,True,Value Mismatch,False,19.78632998466492,1491.0,200.0,1691
0,qrs,cordis_temporary,Which subject area has recieved the least funding contribution,"SELECT t1.title, MIN(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MIN(t3.ec_max_contribution) DESC LIMIT 1","SELECT subject_areas.title, SUM(project_members.ec_contribution) AS total_funding
FROM project_members
JOIN project_subject_areas ON project_subject_areas.project = project_members.project
JOIN subject_areas ON subject_areas.code = project_subject_areas.subject_area
GROUP BY subject_areas.title
ORDER BY total_funding ASC
LIMIT 1;",False,True,Value Mismatch,False,19.77442955970764,1490.0,200.0,1690
0,qrs,cordis_temporary,What is the title of the subject area that has been granted the least amount of funding,"SELECT t1.title, MIN(t3.ec_max_contribution) from subject_areas as t1 join project_subject_areas as t2 on t1.code = t2.subject_area join projects as t3 on t2.project = t3.unics_id  group by t1.title order by  MIN(t3.ec_max_contribution) DESC LIMIT 1","SELECT subject_areas.title, SUM(projects.total_cost) AS total_funding
FROM subject_areas
JOIN project_subject_areas ON subject_areas.code = project_subject_areas.subject_area
JOIN projects ON project_subject_areas.project = projects.unics_id
GROUP BY subject_areas.title
ORDER BY total_funding ASC
LIMIT 1;",False,True,Value Mismatch,False,20.030669450759888,1497.0,200.0,1697
0,qrs,cordis_temporary,Which institution has participated in the most projects,"Select i.institutions_name, Count(distinct project) From project_members join institutions as i on project_members.institution_id = i.unics_id GROUP BY i.institutions_name order by count(distinct project) desc limit 1","SELECT institutions.institutions_name, COUNT(project_members.project) AS project_count
FROM institutions
JOIN project_members ON institutions.unics_id = project_members.institution_id
GROUP BY institutions.institutions_name
ORDER BY project_count DESC
LIMIT 1;",False,True,Value Mismatch,False,19.98878765106201,1487.0,200.0,1687
0,qrs,cordis_temporary,Show the institution that has been involved in the highest number of projects,"Select i.institutions_name, Count(distinct project) From project_members join institutions as i on project_members.institution_id = i.unics_id GROUP BY i.institutions_name order by count(distinct project) desc limit 1","SELECT institutions.institutions_name, COUNT(project_members.project) AS project_count
FROM institutions
JOIN project_members ON institutions.unics_id = project_members.institution_id
GROUP BY institutions.institutions_name
ORDER BY project_count DESC
LIMIT 1;",False,True,Value Mismatch,False,19.9935884475708,1492.0,200.0,1692
0,qrs,cordis_temporary,Which institution has participated in the fewest projects,"Select t2.institutions_name, Count(distinct project) From project_members as t1 join institutions as t2 on t1.institution_id = t2.unics_id GROUP BY t2.institutions_name order by count(distinct project) asc limit 1","SELECT institutions.institutions_name, COUNT(project_members.project) AS project_count
FROM institutions
JOIN project_members ON institutions.unics_id = project_members.institution_id
GROUP BY institutions.institutions_name
ORDER BY project_count ASC
LIMIT 1;",False,True,Match,True,19.799875497817997,1488.0,200.0,1688
0,qrs,cordis_temporary,Show the institution that has been involved in the least amount of projects,"Select t2.institutions_name, Count(distinct project) From project_members as t1 join institutions as t2 on t1.institution_id = t2.unics_id GROUP BY t2.institutions_name order by count(distinct project) asc limit 1","SELECT institutions.institutions_name, COUNT(project_members.project) AS project_count
FROM institutions
JOIN project_members ON institutions.unics_id = project_members.institution_id
GROUP BY institutions.institutions_name
ORDER BY project_count ASC
LIMIT 1;",False,True,Match,True,20.050798654556274,1492.0,200.0,1692
0,qrs,cordis_temporary,Which funding scheme provided the most funding,"SELECT t1.title, sum(ec_max_contribution) from funding_schemes as t1 join projects as t2 on t1.code = t2.ec_fund_scheme group by t1.title ORDER BY sum(ec_max_contribution) DESC LIMIT 1","SELECT f.title, SUM(p.ec_contribution) AS total_funding
FROM projects p
JOIN project_programmes pp ON p.unics_id = pp.project
JOIN programmes pr ON pp.programme = pr.code
JOIN funding_schemes f ON pr.code = f.code
GROUP BY f.title
ORDER BY total_funding DESC
LIMIT 1;",False,True,SQL Error: (psycopg2.errors.UndefinedColumn) column p.ec_contribution does not exist,False,19.959692001342773,1488.0,200.0,1688
0,qrs,cordis_temporary,Which funding scheme provided the least funding,"SELECT t1.title, sum(ec_max_contribution) from funding_schemes as t1 join projects as t2 on t1.code = t2.ec_fund_scheme group by t1.title ORDER BY sum(ec_max_contribution) ASC LIMIT 1","SELECT funding_schemes.title, MIN(projects.total_cost) AS least_funding FROM funding_schemes JOIN projects ON funding_schemes.code = projects.ec_fund_scheme GROUP BY funding_schemes.title;",False,True,Shape Mismatch,False,19.845930576324463,1488.0,200.0,1688
0,qrs,cordis_temporary,Show the industrial partners that have worked on projects and the amount of funding they have recieved in order from most to least,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t2.code = 'PRC' ORDER BY ec_max_contribution DESC","SELECT p.institution_id, p.ec_contribution
FROM project_members p
JOIN projects pr ON p.project = pr.unics_id
GROUP BY p.institution_id
ORDER BY SUM(p.ec_contribution) DESC;",False,True,"SQL Error: (psycopg2.errors.GroupingError) column ""p.ec_contribution"" must appear in the GROUP BY clause or be used in an aggregate function",False,20.05338478088379,1504.0,200.0,1704
0,qrs,cordis_temporary,Show the amount of funding and corresponding list of industrial partners that have worked on projects in order from the most funding to the least funding,"SELECT t1.member_name, p.ec_max_contribution FROM project_members as t1 join activity_types as t2 on t1.activity_type = t2.code join projects as p on t1.project = p.unics_id WHERE t2.code = 'PRC' ORDER BY ec_max_contribution DESC","SELECT p.total_cost, i.institution_name, p.ec_max_contribution
FROM projects p
JOIN project_members pm ON p.unics_id = pm.project
JOIN institutions i ON pm.institution_id = i.unics_id
WHERE p.ec_max_contribution IS NOT NULL
GROUP BY p.unics_id, i.institution_name
ORDER BY p.total_cost DESC;",False,True,SQL Error: (psycopg2.errors.UndefinedColumn) column i.institution_name does not exist,False,19.96949028968811,1508.0,200.0,1708
0,qrs,cordis_temporary,Show the title and the start year of the most recent projects,"SELECT p.title, p.start_year from projects as p order by start_year DESC","SELECT title, start_year FROM projects ORDER BY start_date DESC LIMIT 1;",False,True,Shape Mismatch,False,19.74900913238525,1491.0,200.0,1691
0,qrs,cordis_temporary,Which projects have started most recently?,"SELECT p.title, p.start_year from projects as p order by start_year DESC","SELECT projects.unics_id, projects.title, projects.start_date FROM projects ORDER BY projects.start_date DESC LIMIT 5;",False,True,Shape Mismatch,False,19.72040629386902,1486.0,200.0,1686
0,qrs,cordis_temporary,Show title and the starting year of the least recent projects,"SELECT p.title, p.start_year from projects as p order by start_year ASC","SELECT title, start_year FROM projects ORDER BY start_date ASC LIMIT 1;",False,True,Shape Mismatch,False,20.11493229866028,1490.0,200.0,1690
0,qrs,cordis_temporary,Which projects have started the least recently?,"SELECT p.title, p.start_year from projects as p order by start_year ASC","SELECT projects.unics_id, projects.title, projects.start_date FROM projects ORDER BY projects.start_date ASC;",False,True,Shape Mismatch,False,20.0721287727356,1487.0,200.0,1687
0,qrs,cordis_temporary,What is the starting date of the first recorded project,SELECT p.start_date from projects as p order by start_date ASC,SELECT start_date FROM projects ORDER BY start_date LIMIT 1;,False,True,Shape Mismatch,False,19.840612411499023,1489.0,200.0,1689
